"quest_type","quest_desc"
"1","第六届中国-东盟（泰国）商品贸易展览会"
"1","第三十八届中国（上海）国际家具博览会"
"1","2016 德国科隆国际体育、露营和户外家具及花园用品展览会"
"1","2016 美国亚特兰大国际家具配件及木工机械展"
"1","2016年广州国际汽车用品展览会(中贸雅森广州展)"
"1","第十八届中国（广州）国际建筑装饰博览会"
"1","第五届中国品牌商品非洲展"
"1","2016美国国际五金工具展览会"
"1","2016巴西国际建材五金及花园工具展览会"
"1","2016年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","第三十七届中国（广州）国际家具博览会 - 第二期"
"1","第二十一届中国国际建筑贸易博览会（中国建博会（上海））"
"1","第三十七届中国（广州）国际家具博览会 - 第一期"
"1","2016 广州国际工业自动化技术及装备展览会"
"1","2015 德国纽伦堡国际玩具展"
"1","2015 法兰克福家用纺织品展"
"1","2015 意大利加答国际鞋展"
"1","第四届中国-东盟（泰国）商品贸易展览会"
"1","2014 中国（福州）家具建材装饰品博览会"
"1","2014 印度尼西亚雅加达国际家庭用品及礼品展览会"
"1","2014 南非约翰内斯堡环球资源采购交易会"
"1","2014 土耳其国际家具配件、林产品和木材工艺展览会"
"1","2014 俄罗斯婴童少儿用品及玩具展"
"1","2014 时尚生活汇展 • 伊斯坦布尔"
"1","2014 俄罗斯国际鞋类、箱包及配件展"
"1","2014 中国（广州）国际家居饰品、家纺布艺展览会"
"1","第三十四届中国（广州）国际家具博览会"
"1","2014 土耳其国际家纺和家居饰品展览会"
"1","2014 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","2015 俄罗斯家用电器与家庭用品博览会"
"1","2014 德国科隆国际体育、露营和户外家具及花园用品展览会"
"1","第三届中国品牌商品非洲展"
"1","2014 美国亚特兰大国际家具配件及木工机械展"
"1","2014 美国拉斯维加斯国际服装及面辅料展"
"1","2014 美国拉斯维加斯国际鞋类展览会"
"1","2014美国拉斯维加斯国际家用纺织品及家居饰品展"
"1","2014 美国纽约礼品展"
"1","2014 巴西圣保罗国际礼品家庭用品展览会"
"1","2014 巴西圣保罗环球资源采购交易会"
"1","2014 巴西圣保罗国际文具、办公用品及电脑产品展览会"
"1","2014 日本东京国际文具、办公用品暨办公机器展览会"
"1","第十六届中国（广州）国际建筑装饰博览会"
"1","2014 南非约翰内斯堡国际贸易博览会"
"1","2014广东国际酒类博览会"
"1","2014 美国迈阿密环球资源采购展览会"
"1","2014 意大利加答国际鞋展"
"1","2014 美国纽约国际文具、纸制品及礼品展览会"
"1","2014 中国广州国际家具生产设备及配料展览会"
"1","第三十三届中国（广州）国际家具博览会 - 办公环境展"
"1","第三十三届中国（广州）国际家具博览会 - 民用家具展"
"1","2014 中国（广州）国际家居饰品/用品展览会"
"1","2014 中国（广州）国际户外家具及休闲用品展览会"
"1","2014 中国（广州）国际家用纺织品及辅料博览会"
"1","第十五届广州国际水展"
"1","第21华南国际印刷工业展览会"
"1","2014广州国际工业自动化技术及装备展览会"
"1","2014 中国国际标签技术展览会"
"1","第二届中国品牌商品非洲展"
"1","2013 中国（广州）国际家居饰品、家纺布艺展览会"
"1","第三十二届中国（广州）国际家具博览会"
"1","第三届中国-东盟（泰国）商品贸易展览会"
"1","第十五届中国（广州）国际建筑装饰博览会"
"1","2013 中国广州国际家具生产设备及配料展览会"
"1","第三十一届中国（广州）国际家具博览会 - 办公环境展"
"1","2013 中国（广州）国际家用纺织品及辅料博览会"
"1","2013 中国（广州）国际户外家具及休闲用品展览会"
"1","第三十一届中国（广州）国际家具博览会 - 民用家具展"
"1","第20华南国际印刷工业展览会"
"1","2013中国国际标签技术展览会"
"1","2013 州国际工业自动化技术及装备展览会"
"1","第十四届广州国际水展"
"1","第二届中国-东盟（泰国）商品贸易展览会"
"1","第十四届中国（广州）国际建筑装饰博览会"
"1","第一届中国品牌商品非洲展"
"1","第八届中国-东盟（泰国）商品贸易展览会"
"1","第二十届中国建博会（广州）"
"1","第27届广州国际汽车用品、零配件及售后服务展览会（CIAACE）"
"1","第四十一届中国（广州）国际家具博览会 - 第二期"
"1","2018 中国建博会（上海）"
"1","第四十一届中国（广州）国际家具博览会 - 第一期"
"1","第25届华南国际印刷工业展览会"
"1","2018 中国国际标签技术展览会"
"1","2017 德国杜塞尔多夫国际劳动安全及健康用品展览会"
"1","2017 美国安全及劳保用品展览会"
"1","第四十届中国（上海）国际家具博览会"
"1","第七届中国-东盟（泰国）商品贸易展览会"
"1","2017 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","2017美国拉斯维加斯国际家用纺织品及家居饰品展"
"1","2017 美国拉斯维加斯国际鞋类展览会-成品鞋、鞋材和制鞋工厂采购专区（8月）"
"1","2017美国拉斯维加斯国际大宗商品采购展"
"1","2017 巴西圣保罗国际文具、办公用品及电脑产品展览会"
"1","第十九届中国建博会（广州）"
"1","第25届广州国际汽车用品、零配件及售后服务展览会（CIAACE）"
"1","第六届中国品牌商品非洲展"
"1","2017 意大利加答国际鞋展（6月）"
"1","2017 美国纽约国际文具、纸制品及礼品展览会"
"1","2017 德国科隆国际家具生产、木工及室内装饰展览会"
"1","2017美国国际五金工具展览会"
"1","2017巴西国际建材五金及花园工具展览会"
"1","2017年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","第三十九届中国（广州）国际家具博览会 - 第二期"
"1","2017 中国建博会（上海）"
"1","第三十九届中国（广州）国际家具博览会 - 第一期"
"1","2017 美国芝加哥家庭用品展"
"1","2017中东（迪拜）国际纸制品、办公用品世界展览会"
"1","2017 俄罗斯莫斯科国际文具及办公设备展览会"
"1","2017 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","2017 广州国际工业自动化技术及装备展览会"
"1","第24届华南国际印刷工业展览会"
"1","2017 中国国际标签技术展览会"
"1","2017 美国拉斯维加斯国际鞋类展览会-成品鞋、鞋材和制鞋工厂采购专区（2月）"
"1","2017 美国拉斯维加斯国际服装及面辅料展"
"1","2017广州国际广告标识及LED展览会"
"1","2017 德国法兰克福春季国际消费品及礼品博览会"
"1","2017 德国纽伦堡国际玩具展"
"1","2017 德国法兰克福国际文具及办公用品展览会"
"1","2017 德国法兰克福圣诞礼品展览会"
"1","2017 意大利加答国际鞋展（1月）"
"1","2017 法兰克福国际家用及商用纺织品展览会"
"1","2016 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","第六届中国-东盟（泰国）商品贸易展览会"
"1","第三十八届中国（上海）国际家具博览会"
"1","2016 德国科隆国际体育、露营和户外家具及花园用品展览会"
"1","2016 美国亚特兰大国际家具配件及木工机械展"
"1","2016年广州国际汽车用品展览会(中贸雅森广州展)"
"1","第十八届中国（广州）国际建筑装饰博览会"
"1","第五届中国品牌商品非洲展"
"1","2016美国国际五金工具展览会"
"1","2016巴西国际建材五金及花园工具展览会"
"1","2016年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","第三十七届中国（广州）国际家具博览会 - 第二期"
"1","第二十一届中国国际建筑贸易博览会（中国建博会（上海））"
"1","第三十七届中国（广州）国际家具博览会 - 第一期"
"1","2016 广州国际工业自动化技术及装备展览会"
"1","2016 德国科隆国际五金博览会"
"1","2016 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","2016 美国芝加哥家庭用品展"
"1","2016 中国国际标签技术展览会"
"1","第23届华南国际印刷工业展览会"
"1","2016中东（迪拜）国际纸制品、办公用品世界展览会"
"1","2016广州国际广告标识及LED展览会"
"1","2016 德国法兰克福春季国际消费品及礼品博览会"
"1","2016 美国拉斯维加斯国际鞋类展览会"
"1","2016 德国法兰克福国际文具及办公用品展览会"
"1","2016 德国法兰克福圣诞礼品展览会"
"1","2016 德国纽伦堡国际玩具展"
"1","2016 意大利加答国际鞋展"
"1","2015 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","第五届中国-东盟（泰国）商品贸易展览会"
"1","第四届中国品牌商品非洲展"
"1","第三十六届中国（上海）国际家具博览会"
"1","2015 巴西圣保罗国际文具、办公用品及电脑产品展览会"
"1","第十七届中国（广州）国际建筑装饰博览会"
"1","第二十届中国国际建筑贸易博览会（中国建博会（上海））"
"1","2015 美国纽约国际文具、纸制品及礼品展览会"
"1","2015 德国科隆国际家具生产、木工及室内装饰展览会"
"1","2015年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","2015年土耳其伊斯坦布尔国际文具及办公用品展览会"
"1","2015 中国广州国际家具生产设备及配料展览会"
"1","第三十五届中国（广州）国际家具博览会 - 第二期"
"1","第三十五届中国（广州）国际家具博览会 - 第一期"
"1","第22届华南国际印刷工业展览会"
"1","2015 中国国际标签技术展览会"
"1","2015 广州国际工业自动化技术及装备展览会"
"1","2015 美国芝加哥家庭用品展"
"1","2015 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","2015 俄罗斯莫斯科国际文具及办公设备展览会"
"1","2015 中东（迪拜）国际纸制品、办公用品世界展览会"
"1","2015广州国际智能广告标识及LED展览会"
"1","2015 美国拉斯维加斯国际鞋类展览会"
"1","2015 美国拉斯维加斯国际服装及面辅料展"
"1","2015 德国法兰克福春季国际消费品及礼品博览会"
"1","2015 德国法兰克福国际文具及办公用品展览会"
"1","2015 德国法兰克福圣诞礼品展览会"
"1","第八届中国-东盟（泰国）商品贸易展览会"
"1","第二十届中国建博会（广州）"
"1","第27届广州国际汽车用品、零配件及售后服务展览会（CIAACE）"
"1","第四十一届中国（广州）国际家具博览会 - 第二期"
"1","2018 中国建博会（上海）"
"1","第四十一届中国（广州）国际家具博览会 - 第一期"
"1","第25届华南国际印刷工业展览会"
"1","2018 中国国际标签技术展览会"
"1","2017 德国杜塞尔多夫国际劳动安全及健康用品展览会"
"1","2017 美国安全及劳保用品展览会"
"1","第四十届中国（上海）国际家具博览会"
"1","第七届中国-东盟（泰国）商品贸易展览会"
"1","2017 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","2017美国拉斯维加斯国际家用纺织品及家居饰品展"
"1","2017 美国拉斯维加斯国际鞋类展览会-成品鞋、鞋材和制鞋工厂采购专区（8月）"
"1","2017美国拉斯维加斯国际大宗商品采购展"
"1","2017 巴西圣保罗国际文具、办公用品及电脑产品展览会"
"1","第十九届中国建博会（广州）"
"1","第25届广州国际汽车用品、零配件及售后服务展览会（CIAACE）"
"1","第六届中国品牌商品非洲展"
"1","2015 美国纽约国际文具、纸制品及礼品展览会"
"1","2015 德国科隆国际家具生产、木工及室内装饰展览会"
"1","2015年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","2015年土耳其伊斯坦布尔国际文具及办公用品展览会"
"1","2015 中国广州国际家具生产设备及配料展览会"
"1","第三十五届中国（广州）国际家具博览会 - 第二期"
"1","第三十五届中国（广州）国际家具博览会 - 第一期"
"1","第22届华南国际印刷工业展览会"
"1","2015 中国国际标签技术展览会"
"1","2015 广州国际工业自动化技术及装备展览会"
"1","2015 美国芝加哥家庭用品展"
"1","2015 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","2015 俄罗斯莫斯科国际文具及办公设备展览会"
"1","2015 中东（迪拜）国际纸制品、办公用品世界展览会"
"1","2015广州国际智能广告标识及LED展览会"
"1","2015 美国拉斯维加斯国际鞋类展览会"
"1","2015 美国拉斯维加斯国际服装及面辅料展"
"1","2015 德国法兰克福春季国际消费品及礼品博览会"
"1","2015 德国法兰克福国际文具及办公用品展览会"
"1","2015 德国法兰克福圣诞礼品展览会"
"1","2015 德国纽伦堡国际玩具展"
"1","2015 法兰克福家用纺织品展"
"1","2015 意大利加答国际鞋展"
"1","第四届中国-东盟（泰国）商品贸易展览会"
"1","2014 中国（福州）家具建材装饰品博览会"
"1","2014 印度尼西亚雅加达国际家庭用品及礼品展览会"
"1","2014 南非约翰内斯堡环球资源采购交易会"
"1","2014 土耳其国际家具配件、林产品和木材工艺展览会"
"1","2014 俄罗斯婴童少儿用品及玩具展"
"1","2014 时尚生活汇展 • 伊斯坦布尔"
"1","2014 俄罗斯国际鞋类、箱包及配件展"
"1","2014 中国（广州）国际家居饰品、家纺布艺展览会"
"1","第三十四届中国（广州）国际家具博览会"
"1","2014 土耳其国际家纺和家居饰品展览会"
"1","2014 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","2015 俄罗斯家用电器与家庭用品博览会"
"1","2014 德国科隆国际体育、露营和户外家具及花园用品展览会"
"1","第三届中国品牌商品非洲展"
"1","2014 美国亚特兰大国际家具配件及木工机械展"
"1","2014 美国拉斯维加斯国际服装及面辅料展"
"1","2016 德国科隆国际五金博览会"
"1","2016 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","2016 美国芝加哥家庭用品展"
"1","2016 中国国际标签技术展览会"
"1","第23届华南国际印刷工业展览会"
"1","2016中东（迪拜）国际纸制品、办公用品世界展览会"
"1","2016广州国际广告标识及LED展览会"
"1","2016 德国法兰克福春季国际消费品及礼品博览会"
"1","2016 美国拉斯维加斯国际鞋类展览会"
"1","2016 德国法兰克福国际文具及办公用品展览会"
"1","2016 德国法兰克福圣诞礼品展览会"
"1","2016 德国纽伦堡国际玩具展"
"1","2016 意大利加答国际鞋展"
"1","2015 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","第五届中国-东盟（泰国）商品贸易展览会"
"1","第四届中国品牌商品非洲展"
"1","第三十六届中国（上海）国际家具博览会"
"1","2015 巴西圣保罗国际文具、办公用品及电脑产品展览会"
"1","第十七届中国（广州）国际建筑装饰博览会"
"1","第二十届中国国际建筑贸易博览会（中国建博会（上海））"
"1","2017 德国纽伦堡国际玩具展"
"1","2017 德国法兰克福国际文具及办公用品展览会"
"1","2017 德国法兰克福圣诞礼品展览会"
"1","2017 意大利加答国际鞋展（1月）"
"1","2017 法兰克福国际家用及商用纺织品展览会"
"1","2016 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","第六届中国-东盟（泰国）商品贸易展览会"
"1","第三十八届中国（上海）国际家具博览会"
"1","2016 德国科隆国际体育、露营和户外家具及花园用品展览会"
"1","2016 美国亚特兰大国际家具配件及木工机械展"
"1","2016年广州国际汽车用品展览会(中贸雅森广州展)"
"1","第十八届中国（广州）国际建筑装饰博览会"
"1","第五届中国品牌商品非洲展"
"1","2016美国国际五金工具展览会"
"1","2016巴西国际建材五金及花园工具展览会"
"1","2016年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","第三十七届中国（广州）国际家具博览会 - 第二期"
"1","第二十一届中国国际建筑贸易博览会（中国建博会（上海））"
"1","第三十七届中国（广州）国际家具博览会 - 第一期"
"1","2016 广州国际工业自动化技术及装备展览会"
"1","2014 美国拉斯维加斯国际鞋类展览会"
"1","2014美国拉斯维加斯国际家用纺织品及家居饰品展"
"1","2014 美国纽约礼品展"
"1","2014 巴西圣保罗国际礼品家庭用品展览会"
"1","2014 巴西圣保罗环球资源采购交易会"
"1","2014 巴西圣保罗国际文具、办公用品及电脑产品展览会"
"1","2014 日本东京国际文具、办公用品暨办公机器展览会"
"1","第十六届中国（广州）国际建筑装饰博览会"
"1","2014 南非约翰内斯堡国际贸易博览会"
"1","2014广东国际酒类博览会"
"1","2014 美国迈阿密环球资源采购展览会"
"1","2014 意大利加答国际鞋展"
"1","2014 美国纽约国际文具、纸制品及礼品展览会"
"1","2014 中国广州国际家具生产设备及配料展览会"
"1","第三十三届中国（广州）国际家具博览会 - 办公环境展"
"1","第三十三届中国（广州）国际家具博览会 - 民用家具展"
"1","2014 中国（广州）国际家居饰品/用品展览会"
"1","2014 中国（广州）国际户外家具及休闲用品展览会"
"1","2014 中国（广州）国际家用纺织品及辅料博览会"
"1","第十五届广州国际水展"
"1","第21华南国际印刷工业展览会"
"1","2014广州国际工业自动化技术及装备展览会"
"1","2014 中国国际标签技术展览会"
"1","第二届中国品牌商品非洲展"
"1","2013 中国（广州）国际家居饰品、家纺布艺展览会"
"1","第三十二届中国（广州）国际家具博览会"
"1","第三届中国-东盟（泰国）商品贸易展览会"
"1","第十五届中国（广州）国际建筑装饰博览会"
"1","2013 中国广州国际家具生产设备及配料展览会"
"1","第三十一届中国（广州）国际家具博览会 - 办公环境展"
"1","2013 中国（广州）国际家用纺织品及辅料博览会"
"1","2013 中国（广州）国际户外家具及休闲用品展览会"
"1","第三十一届中国（广州）国际家具博览会 - 民用家具展"
"1","第20华南国际印刷工业展览会"
"1","2013中国国际标签技术展览会"
"1","2013 州国际工业自动化技术及装备展览会"
"1","第十四届广州国际水展"
"1","第二届中国-东盟（泰国）商品贸易展览会"
"1","第十四届中国（广州）国际建筑装饰博览会"
"1","第一届中国品牌商品非洲展"
"1","2017 意大利加答国际鞋展（6月）"
"1","2017 美国纽约国际文具、纸制品及礼品展览会"
"1","2017 德国科隆国际家具生产、木工及室内装饰展览会"
"1","2017美国国际五金工具展览会"
"1","2017巴西国际建材五金及花园工具展览会"
"1","2017年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","第三十九届中国（广州）国际家具博览会 - 第二期"
"1","2017 中国建博会（上海）"
"1","第三十九届中国（广州）国际家具博览会 - 第一期"
"1","2017 美国芝加哥家庭用品展"
"1","2017中东（迪拜）国际纸制品、办公用品世界展览会"
"1","2017 俄罗斯莫斯科国际文具及办公设备展览会"
"1","2017 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","2017 广州国际工业自动化技术及装备展览会"
"1","第24届华南国际印刷工业展览会"
"1","2017 中国国际标签技术展览会"
"1","2017 美国拉斯维加斯国际鞋类展览会-成品鞋、鞋材和制鞋工厂采购专区（2月）"
"1","2017 美国拉斯维加斯国际服装及面辅料展"
"1","2017广州国际广告标识及LED展览会"
"1","2017 德国法兰克福春季国际消费品及礼品博览会"
"1","2014 美国拉斯维加斯国际鞋类展览会"
"1","2014美国拉斯维加斯国际家用纺织品及家居饰品展"
"1","2014 美国纽约礼品展"
"1","2014 巴西圣保罗国际礼品家庭用品展览会"
"1","2014 巴西圣保罗环球资源采购交易会"
"1","2014 巴西圣保罗国际文具、办公用品及电脑产品展览会"
"1","2014 日本东京国际文具、办公用品暨办公机器展览会"
"1","第十六届中国（广州）国际建筑装饰博览会"
"1","2014 南非约翰内斯堡国际贸易博览会"
"1","2014广东国际酒类博览会"
"1","2014 美国迈阿密环球资源采购展览会"
"1","2014 意大利加答国际鞋展"
"1","2014 美国纽约国际文具、纸制品及礼品展览会"
"1","2014 中国广州国际家具生产设备及配料展览会"
"1","第三十三届中国（广州）国际家具博览会 - 办公环境展"
"1","第三十三届中国（广州）国际家具博览会 - 民用家具展"
"1","2014 中国（广州）国际家居饰品/用品展览会"
"1","2014 中国（广州）国际户外家具及休闲用品展览会"
"1","2014 中国（广州）国际家用纺织品及辅料博览会"
"1","第十五届广州国际水展"
"1","第21华南国际印刷工业展览会"
"1","2014广州国际工业自动化技术及装备展览会"
"1","2014 中国国际标签技术展览会"
"1","第二届中国品牌商品非洲展"
"1","2013 中国（广州）国际家居饰品、家纺布艺展览会"
"1","第三十二届中国（广州）国际家具博览会"
"1","第三届中国-东盟（泰国）商品贸易展览会"
"1","第十五届中国（广州）国际建筑装饰博览会"
"1","2013 中国广州国际家具生产设备及配料展览会"
"1","第三十一届中国（广州）国际家具博览会 - 办公环境展"
"1","2013 中国（广州）国际家用纺织品及辅料博览会"
"1","2013 中国（广州）国际户外家具及休闲用品展览会"
"1","第三十一届中国（广州）国际家具博览会 - 民用家具展"
"1","第20华南国际印刷工业展览会"
"1","2013中国国际标签技术展览会"
"1","2013 州国际工业自动化技术及装备展览会"
"1","第十四届广州国际水展"
"1","第二届中国-东盟（泰国）商品贸易展览会"
"1","第十四届中国（广州）国际建筑装饰博览会"
"1","第一届中国品牌商品非洲展"
"1","2016 德国科隆国际五金博览会"
"1","2016 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","2016 美国芝加哥家庭用品展"
"1","2016 中国国际标签技术展览会"
"1","第23届华南国际印刷工业展览会"
"1","2016中东（迪拜）国际纸制品、办公用品世界展览会"
"1","2016广州国际广告标识及LED展览会"
"1","2016 德国法兰克福春季国际消费品及礼品博览会"
"1","2016 美国拉斯维加斯国际鞋类展览会"
"1","2016 德国法兰克福国际文具及办公用品展览会"
"1","2016 德国法兰克福圣诞礼品展览会"
"1","2016 德国纽伦堡国际玩具展"
"1","2016 意大利加答国际鞋展"
"1","2015 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","第五届中国-东盟（泰国）商品贸易展览会"
"1","第四届中国品牌商品非洲展"
"1","第三十六届中国（上海）国际家具博览会"
"1","2015 巴西圣保罗国际文具、办公用品及电脑产品展览会"
"1","第十七届中国（广州）国际建筑装饰博览会"
"1","第二十届中国国际建筑贸易博览会（中国建博会（上海））"
"1","第八届中国-东盟（泰国）商品贸易展览会"
"1","第二十届中国建博会（广州）"
"1","第27届广州国际汽车用品、零配件及售后服务展览会（CIAACE）"
"1","第四十一届中国（广州）国际家具博览会 - 第二期"
"1","2018 中国建博会（上海）"
"1","第四十一届中国（广州）国际家具博览会 - 第一期"
"1","第25届华南国际印刷工业展览会"
"1","2018 中国国际标签技术展览会"
"1","2017 德国杜塞尔多夫国际劳动安全及健康用品展览会"
"1","2017 美国安全及劳保用品展览会"
"1","第四十届中国（上海）国际家具博览会"
"1","第七届中国-东盟（泰国）商品贸易展览会"
"1","2017 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","2017美国拉斯维加斯国际家用纺织品及家居饰品展"
"1","2017 美国拉斯维加斯国际鞋类展览会-成品鞋、鞋材和制鞋工厂采购专区（8月）"
"1","2017美国拉斯维加斯国际大宗商品采购展"
"1","2017 巴西圣保罗国际文具、办公用品及电脑产品展览会"
"1","第十九届中国建博会（广州）"
"1","第25届广州国际汽车用品、零配件及售后服务展览会（CIAACE）"
"1","第六届中国品牌商品非洲展"
"1","2017 意大利加答国际鞋展（6月）"
"1","2017 美国纽约国际文具、纸制品及礼品展览会"
"1","2017 德国科隆国际家具生产、木工及室内装饰展览会"
"1","2017美国国际五金工具展览会"
"1","2017巴西国际建材五金及花园工具展览会"
"1","2017年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","第三十九届中国（广州）国际家具博览会 - 第二期"
"1","2017 中国建博会（上海）"
"1","第三十九届中国（广州）国际家具博览会 - 第一期"
"1","2017 美国芝加哥家庭用品展"
"1","2017中东（迪拜）国际纸制品、办公用品世界展览会"
"1","2017 俄罗斯莫斯科国际文具及办公设备展览会"
"1","2017 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","2017 广州国际工业自动化技术及装备展览会"
"1","第24届华南国际印刷工业展览会"
"1","2017 中国国际标签技术展览会"
"1","2017 美国拉斯维加斯国际鞋类展览会-成品鞋、鞋材和制鞋工厂采购专区（2月）"
"1","2017 美国拉斯维加斯国际服装及面辅料展"
"1","2017广州国际广告标识及LED展览会"
"1","2017 德国法兰克福春季国际消费品及礼品博览会"
"1","2017 德国纽伦堡国际玩具展"
"1","2017 德国法兰克福国际文具及办公用品展览会"
"1","2017 德国法兰克福圣诞礼品展览会"
"1","2017 意大利加答国际鞋展（1月）"
"1","2017 法兰克福国际家用及商用纺织品展览会"
"1","2016 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","第六届中国-东盟（泰国）商品贸易展览会"
"1","第三十八届中国（上海）国际家具博览会"
"1","2016 德国科隆国际体育、露营和户外家具及花园用品展览会"
"1","2016 美国亚特兰大国际家具配件及木工机械展"
"1","2016年广州国际汽车用品展览会(中贸雅森广州展)"
"1","第十八届中国（广州）国际建筑装饰博览会"
"1","第五届中国品牌商品非洲展"
"1","2016美国国际五金工具展览会"
"1","2016巴西国际建材五金及花园工具展览会"
"1","2016年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","第三十七届中国（广州）国际家具博览会 - 第二期"
"1","第二十一届中国国际建筑贸易博览会（中国建博会（上海））"
"1","第三十七届中国（广州）国际家具博览会 - 第一期"
"1","2016 广州国际工业自动化技术及装备展览会"
"1","2015 德国纽伦堡国际玩具展"
"1","2015 法兰克福家用纺织品展"
"1","2015 意大利加答国际鞋展"
"1","第四届中国-东盟（泰国）商品贸易展览会"
"1","2014 中国（福州）家具建材装饰品博览会"
"1","2014 印度尼西亚雅加达国际家庭用品及礼品展览会"
"1","2014 南非约翰内斯堡环球资源采购交易会"
"1","2014 土耳其国际家具配件、林产品和木材工艺展览会"
"1","2014 俄罗斯婴童少儿用品及玩具展"
"1","2014 时尚生活汇展 • 伊斯坦布尔"
"1","2014 俄罗斯国际鞋类、箱包及配件展"
"1","2014 中国（广州）国际家居饰品、家纺布艺展览会"
"1","第三十四届中国（广州）国际家具博览会"
"1","2014 土耳其国际家纺和家居饰品展览会"
"1","2014 土耳其秋季国际家庭用品、礼品、家纺及家用电器展览会"
"1","2015 俄罗斯家用电器与家庭用品博览会"
"1","2014 德国科隆国际体育、露营和户外家具及花园用品展览会"
"1","第三届中国品牌商品非洲展"
"1","2014 美国亚特兰大国际家具配件及木工机械展"
"1","2014 美国拉斯维加斯国际服装及面辅料展"
"1","2015 美国纽约国际文具、纸制品及礼品展览会"
"1","2015 德国科隆国际家具生产、木工及室内装饰展览会"
"1","2015年土耳其春季国际家庭用品、礼品及家用电器展览会"
"1","2015年土耳其伊斯坦布尔国际文具及办公用品展览会"
"1","2015 中国广州国际家具生产设备及配料展览会"
"1","第三十五届中国（广州）国际家具博览会 - 第二期"
"1","第三十五届中国（广州）国际家具博览会 - 第一期"
"1","第22届华南国际印刷工业展览会"
"1","2015 中国国际标签技术展览会"
"1","2015 广州国际工业自动化技术及装备展览会"
"1","2015 美国芝加哥家庭用品展"
"1","2015 德国科隆亚太五金、家居及户外园艺产品博览会"
"1","2015 俄罗斯莫斯科国际文具及办公设备展览会"
"1","2015 中东（迪拜）国际纸制品、办公用品世界展览会"
"1","2015广州国际智能广告标识及LED展览会"
"1","2015 美国拉斯维加斯国际鞋类展览会"
"1","2015 美国拉斯维加斯国际服装及面辅料展"
"1","2015 德国法兰克福春季国际消费品及礼品博览会"
"1","2015 德国法兰克福国际文具及办公用品展览会"
"1","2015 德国法兰克福圣诞礼品展览会"
"1","2014 美国拉斯维加斯国际鞋类展览会"
"1","2014美国拉斯维加斯国际家用纺织品及家居饰品展"
"1","2014 美国纽约礼品展"
"1","2014 巴西圣保罗国际礼品家庭用品展览会"
"1","2014 巴西圣保罗环球资源采购交易会"
"1","2014 巴西圣保罗国际文具、办公用品及电脑产品展览会"
"1","2014 日本东京国际文具、办公用品暨办公机器展览会"
"1","第十六届中国（广州）国际建筑装饰博览会"
"1","2014 南非约翰内斯堡国际贸易博览会"
"1","2014广东国际酒类博览会"
"1","2014 美国迈阿密环球资源采购展览会"
"1","2014 意大利加答国际鞋展"
"1","2014 美国纽约国际文具、纸制品及礼品展览会"
"1","2014 中国广州国际家具生产设备及配料展览会"
"1","第三十三届中国（广州）国际家具博览会 - 办公环境展"
"1","第三十三届中国（广州）国际家具博览会 - 民用家具展"
"1","2014 中国（广州）国际家居饰品/用品展览会"
"1","2014 中国（广州）国际户外家具及休闲用品展览会"
"1","2014 中国（广州）国际家用纺织品及辅料博览会"
"1","第十五届广州国际水展"
"1","第21华南国际印刷工业展览会"
"1","2014广州国际工业自动化技术及装备展览会"
"1","2014 中国国际标签技术展览会"
"1","第二届中国品牌商品非洲展"
"1","2013 中国（广州）国际家居饰品、家纺布艺展览会"
"1","第三十二届中国（广州）国际家具博览会"
"1","第三届中国-东盟（泰国）商品贸易展览会"
"1","第十五届中国（广州）国际建筑装饰博览会"
"1","2013 中国广州国际家具生产设备及配料展览会"
"1","第三十一届中国（广州）国际家具博览会 - 办公环境展"
"1","2013 中国（广州）国际家用纺织品及辅料博览会"
"1","2013 中国（广州）国际户外家具及休闲用品展览会"
"1","第三十一届中国（广州）国际家具博览会 - 民用家具展"
